title,runtime,budget,Year,is_Nominated,Won,Animation,Comedy,Family,Adventure,Fantasy,Drama,Romance,Action,Crime,Thriller,History,Science,Fiction,Mystery,Horror,War,Foreign,Western,Documentary,Music,Biography,Sci-Fi,Film-Noir,Musical,Sport,month,Runtime,country,Metascore,imdbRating
Puppet Master II,88,780000,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,07 Feb 1991,88 min,USA,N/A,5.5
Puppet Master III Toulon's Revenge,86,800000,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,01 May 1992,86 min,USA,N/A,6.0
Stay Tuned,87,25000000,1992,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Aug 1992,88 min,USA,N/A,6.2
Blazing Saddles,93,2600000,1974,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,07 Feb 1974,93 min,USA,73,7.7
Eraserhead,89,10000,1977,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,03 Feb 1978,89 min,USA,87,7.4
Baraka,96,4000000,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19 Nov 1993,96 min,USA,N/A,8.6
The Decline of Western Civilization,100,100000,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,19 Mar 2016,100 min,USA,93,7.6
For a Few Dollars More,132,600000,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10 May 1967,132 min,"Italy, Spain, West Germany",74,8.3
Blood Simple,97,1500000,1984,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 Jan 1985,99 min,USA,81,7.6
The Fabulous Baker Boys,114,13000000,1989,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13 Oct 1989,114 min,USA,85,6.8
Flatliners,115,26000000,1990,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,10 Aug 1990,115 min,USA,55,6.6
Porky's,94,4000000,1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Mar 1982,94 min,"Canada, USA",40,6.2
Porky's II: The Next Day,98,6500000,1983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Jun 1983,98 min,"Canada, USA",38,5.1
Class of Nuke 'Em High,85,2000000,1986,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,12 Dec 1986,85 min,USA,N/A,5.7
Predator 2,108,35000000,1990,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21 Nov 1990,108 min,USA,46,6.3
The Running Man,101,27000000,1987,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13 Nov 1987,101 min,USA,45,6.7
Starman,115,22000000,1984,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14 Dec 1984,115 min,USA,70,7.0
Alien Nation,91,16000000,1988,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,07 Oct 1988,91 min,USA,45,6.3
Mad Max,93,400000,1979,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21 Mar 1980,88 min,Australia,73,6.9
Mad Max 2: The Road Warrior,95,2000000,1981,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21 May 1982,96 min,Australia,77,7.6
Mad Max Beyond Thunderdome,107,12305523,1985,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10 Jul 1985,107 min,Australia,71,6.3
Bird on a Wire,110,20000000,1990,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 May 1990,110 min,USA,36,6.0
Angel Heart,113,17000000,1987,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,06 Mar 1987,113 min,"UK, Canada, USA",61,7.3
Firestarter,114,15000000,1984,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11 May 1984,114 min,USA,50,6.1
Action Jackson,96,7000000,1988,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Feb 1988,96 min,USA,36,5.5
Love's Labour's Lost,93,13000000,2000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31 Mar 2000,93 min,"UK, France, USA",35,6.0
Coming Home,127,3000000,1978,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15 Feb 1978,127 min,USA,61,7.3
Assault on Precinct 13,91,150000,1976,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Jan 2005,109 min,"France, USA",54,6.3
Near Dark,95,5000000,1987,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,94 min,USA,76,7.0
Shaft,100,4000000,1971,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Jun 2000,99 min,"Germany, USA",50,5.9
The Conversation,113,1600000,1974,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12 Apr 1974,113 min,USA,85,7.8
Cutter's Way,105,3000000,1981,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10 Feb 1982,109 min,USA,70,6.9
The Fury,118,5500000,1978,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,10 Mar 1978,118 min,USA,64,6.4
Serpico,129,3000000,1973,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Feb 1974,130 min,"Italy, USA",87,7.7
Ace in the Hole,111,1821052,1951,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Jul 1951,111 min,USA,72,8.1
The Sugarland Express,110,3000000,1974,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 May 1974,110 min,USA,65,6.8
Big Trouble in Little China,99,25000000,1986,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 Jul 1986,99 min,USA,53,7.3
Boys and Girls,94,16000000,2000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Jun 2000,94 min,USA,29,5.4
Titan A.E.,94,75000000,2000,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16 Jun 2000,94 min,USA,48,6.6
Butterfly,96,3000000,1999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 Aug 2000,96 min,Spain,69,7.6
Chicken Run,84,45000000,2000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Jun 2000,84 min,"UK, USA, France",88,7.0
"Me, Myself & Irene",116,51000000,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Jun 2000,116 min,USA,49,6.6
The Patriot,165,110000000,2000,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28 Jun 2000,165 min,"USA, Germany",63,7.2
The Adventures of Rocky & Bullwinkle,88,76000000,2000,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Jun 2000,92 min,"USA, Germany, South Korea, India, Canada",36,4.1
The Perfect Storm,130,120000000,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Jun 2000,130 min,USA,59,6.4
The Golden Bowl,130,15000000,2000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 May 2001,130 min,"USA, France, UK",62,5.9
The Kentucky Fried Movie,83,600000,1977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Nov 1978,83 min,USA,61,6.5
Bound by Honor,180,35000000,1993,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Nov 1998,95 min,USA,N/A,5.4
F/X2,108,16400000,1991,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 May 1991,108 min,USA,48,5.9
Missing in Action,101,1500000,1984,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16 Nov 1984,101 min,USA,43,5.5
Missing in Action 2: The Beginning,100,2410000,1985,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,01 Mar 1985,100 min,USA,N/A,5.4
House Party,100,2500000,1990,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 Mar 1990,100 min,USA,76,6.4
Make Mine Music,75,68,1946,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15 Aug 1946,75 min,USA,60,6.3
Melody Time,72,2000000,1948,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27 May 1948,75 min,USA,69,6.4
Shaft in Africa,112,2142000,1973,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14 Jun 1973,112 min,USA,N/A,5.9
Shaft's Big Score!,104,1978000,1972,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,08 Jun 1972,104 min,USA,N/A,6.0
The Kid,104,65000000,2000,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Feb 1921,68 min,USA,N/A,8.3
Scary Movie,88,19000000,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Jul 2000,88 min,USA,48,6.2
But I'm a Cheerleader,85,1200000,1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 Aug 2000,85 min,USA,39,6.6
The Pawnbroker,116,500000,1965,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Apr 1965,116 min,USA,N/A,7.8
Footloose,107,8200000,1984,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17 Feb 1984,107 min,USA,42,6.6
Duel in the Sun,144,6000000,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12 Sep 1947,129 min,USA,N/A,6.8
X-Men,104,75000000,2000,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14 Jul 2000,104 min,USA,64,7.4
The In Crowd,105,15000000,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Jul 2000,105 min,USA,14,4.7
What Lies Beneath,130,100000000,2000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,21 Jul 2000,130 min,USA,51,6.6
Pokémon: The Movie 2000,84,30000000,1999,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21 Jul 2000,99 min,Japan,28,6.1
Knightriders,145,3000000,1981,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Apr 1981,146 min,USA,69,6.3
Mackenna's Gold,128,7000000,1969,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10 May 1969,128 min,USA,N/A,6.8
Sinbad and the Eye of the Tiger,113,3500000,1977,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14 Jul 1977,113 min,"UK, USA",N/A,6.4
What About Bob?,100,35000000,1991,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 May 1991,99 min,USA,60,7.0
Breaker Morant,107,107,1980,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,03 Jul 1980,107 min,Australia,72,7.8
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,88,2000000,1972,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31 Jan 1973,88 min,USA,66,6.8
Love and Death,85,3000000,1975,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 Jul 1975,85 min,USA,89,7.7
Nutty Professor II: The Klumps,106,84000000,2000,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28 Jul 2000,106 min,USA,38,4.4
Autumn in New York,103,65000000,2000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 Aug 2000,103 min,USA,24,5.7
Coyote Ugly,100,45000000,2000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,04 Aug 2000,100 min,USA,27,5.7
Hollow Man,112,95000000,2000,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,04 Aug 2000,112 min,"USA, Germany",24,5.8
Space Cowboys,130,65000000,2000,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Aug 2000,130 min,USA,73,6.4
Psycho Beach Party,95,1500000,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Sep 2001,95 min,"Australia, USA",42,6.2
Saving Grace,93,10000000,2000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Sep 2000,93 min,UK,62,6.9
The Brain That Wouldn't Die,82,62000,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,10 Aug 1962,82 min,USA,N/A,4.4
The Crush,89,6000000,1993,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 Apr 1993,89 min,USA,N/A,5.8
Kelly's Heroes,144,4000000,1970,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23 Jun 1970,144 min,USA,50,7.6
Phantasm II,97,3000000,1988,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,08 Jul 1988,97 min,USA,42,6.5
Phantasm III: Lord of the Dead,91,2500000,1994,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,08 Dec 1994,91 min,USA,N/A,6.1
Phantasm IV: Oblivion,90,650000,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,13 Oct 1998,90 min,USA,N/A,5.7
Pumpkinhead,86,3500000,1988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13 Jan 1989,86 min,USA,47,6.2
Sleepaway Camp,85,350000,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18 Nov 1983,84 min,USA,58,6.3
Silent Fall,101,30000000,1994,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28 Oct 1994,101 min,USA,N/A,6.0
Bless the Child,107,40000000,2000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11 Aug 2000,107 min,"USA, Germany",17,5.1
Cecil B. Demented,87,10000000,2000,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Sep 2000,87 min,"France, USA",57,6.2
The Cell,107,33000000,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,18 Aug 2000,107 min,"USA, Germany",40,6.3
Godzilla 2000,107,1000000,1999,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,18 Aug 2000,99 min,Japan,41,6.1
The Naked Gun 2½: The Smell of Fear,85,23000000,1991,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 Jun 1991,85 min,USA,65,6.9
Shane,118,3100000,1953,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01 Oct 1953,118 min,USA,80,7.6
"Suddenly, Last Summer",114,3000000,1959,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01 Jan 1960,114 min,"UK, USA",54,7.6
Supergirl,124,35000000,1984,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,26 Oct 2015,43 min,USA,N/A,6.3
The Art of War,117,40000000,2000,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Aug 2000,117 min,"USA, Canada",30,5.7
Bring It On,98,28000000,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Aug 2000,98 min,USA,52,6.0
Highlander: Endgame,87,25000000,2000,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,01 Sep 2000,87 min,"UK, USA, Luxembourg",21,4.6
Nurse Betty,108,24000000,2000,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 Sep 2000,110 min,"Germany, USA",69,6.1
The Watcher,96,33000000,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,08 Sep 2000,97 min,USA,22,5.3
The Way of the Gun,119,8500000,2000,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 Sep 2000,119 min,USA,49,6.7
Almost Famous,122,60000000,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22 Sep 2000,122 min,USA,90,7.9
Bait,119,35000000,2000,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Sep 2012,93 min,"Australia, Singapore, China",N/A,5.2
Under Suspicion,110,25000000,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15 Nov 2000,110 min,"France, USA",43,6.5
Urban Legends: Final Cut,97,14000000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22 Sep 2000,97 min,"USA, Canada",16,4.3
Woman on Top,92,8000000,2000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Sep 2000,92 min,USA,41,5.3
Dancer in the Dark,140,12800000,2000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,06 Oct 2000,140 min,"Denmark, Germany, Netherlands, Italy, USA, UK, France, Sweden, Finland, Iceland, Argentina, Norway, Taiwan, Belgium",61,8.0
The Broken Hearts Club: A Romantic Comedy,94,1000000,2000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Oct 2000,94 min,USA,51,6.9
Remember the Titans,113,30000000,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 Sep 2000,113 min,USA,48,7.8
Hellraiser,94,1000000,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18 Sep 1987,94 min,UK,57,7.0
Hellbound: Hellraiser II,97,3000000,1988,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23 Dec 1988,97 min,UK,41,6.5
Hellraiser III: Hell on Earth,93,5000000,1992,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11 Sep 1992,97 min,USA,50,5.5
Voyage to the Bottom of the Sea,105,1580000,1961,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12 Jul 1961,105 min,USA,N/A,6.1
Fantastic Voyage,100,5115000,1966,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23 Sep 1966,100 min,USA,72,6.8
The Invisible Man,71,328000,1933,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,28 Feb 2020,124 min,"Australia, USA, Canada",72,7.1
Phantom of the Opera,92,1500000,1943,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,27 Aug 1943,92 min,USA,N/A,6.5
Digimon: The Movie,82,5500000,2000,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,06 Oct 2000,82 min,"USA, Japan",20,6.1
Get Carter,102,63600000,2000,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Oct 2000,102 min,USA,24,5.2
Meet the Parents,108,55000000,2000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Oct 2000,108 min,USA,73,7.0
Requiem for a Dream,102,4500000,2000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Dec 2000,102 min,USA,68,8.3
Tigerland,101,10000000,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24 May 2001,101 min,"USA, Germany",55,7.0
The Contender,126,9000000,2000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Oct 2000,126 min,"USA, Germany, UK",59,6.9
Dr. T and the Women,121,12000000,2000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Feb 2001,11 min,USA,N/A,3.6
Just Looking,97,3000000,1999,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 May 2003,97 min,USA,45,6.7
The Ladies Man,84,24000000,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Oct 2000,84 min,USA,22,5.2
The Time Machine,103,750000,1960,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,08 Mar 2002,96 min,"USA, United Arab Emirates",42,6.0
Ghoulies,81,1000000,1984,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18 Jan 1985,81 min,USA,26,4.2
Detour,67,30,1945,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Oct 1946,68 min,USA,N/A,7.4
Billy Elliot,110,5000000,2000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10 Nov 2000,110 min,"UK, France",74,7.7
Bedazzled,93,48000000,2000,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Oct 2000,93 min,"USA, Germany",49,6.0
Pay It Forward,122,40000000,2000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Oct 2000,123 min,USA,40,7.2
The Little Vampire,95,22000000,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27 Oct 2000,95 min,"Germany, Netherlands, USA",45,5.7
Lucky Numbers,105,65000000,2000,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27 Oct 2000,105 min,"France, USA",31,5.0
Charlie's Angels,98,92000000,2000,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Nov 2000,98 min,"USA, Germany",52,5.5
The Legend of Bagger Vance,126,80000000,2000,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Nov 2000,126 min,USA,47,6.7
Little Nicky,90,85000000,2000,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Nov 2000,90 min,USA,38,5.3
Men of Honor,129,32000000,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Nov 2000,129 min,USA,56,7.2
Red Planet,106,80000000,2000,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10 Nov 2000,106 min,"USA, Australia",34,5.7
Diamonds Are Forever,120,7200000,1971,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Dec 1971,120 min,UK,59,6.6
The 6th Day,123,82000000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17 Nov 2000,123 min,USA,49,5.9
Bounce,106,35000000,2000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Nov 2000,106 min,USA,52,5.7
How the Grinch Stole Christmas,104,123000000,2000,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Nov 2000,104 min,"USA, Germany",46,6.2
