Name,Year of release,Rating,Genre,imdb Url,votes,,
Butch Cassidy and the Sundance Kid,1969,8,"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt0064115/?ref_=adv_li_tt,"197,692",,
,,,,,,,
Captain Phillips,2013,7.8,"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt1535109/?ref_=adv_li_tt,"407,788",,
,,,,,,,
Three Coins in the Fountain,1954,6.3,"
Drama, Romance            ",http://www.imdb.com/title/tt0047580/?ref_=adv_li_tt,"2,994",,
,,,,,,,
127 Hours,2010,7.6,"
Biography, Drama            ",http://www.imdb.com/title/tt1542344/?ref_=adv_li_tt,"339,307",,
,,,,,,,
Babel,2006,7.4,"
Drama            ",http://www.imdb.com/title/tt0449467/?ref_=adv_li_tt,"283,231",,
,,,,,,,
Sunset Blvd.,1950,8.4,"
Drama, Film-Noir            ",http://www.imdb.com/title/tt0043014/?ref_=adv_li_tt,"192,781",,
,,,,,,,
Dog Day Afternoon,1975,8,"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt0072890/?ref_=adv_li_tt,"228,432",,
,,,,,,,
Fatal Attraction,1987,6.9,"
Drama, Thriller            ",http://www.imdb.com/title/tt0093010/?ref_=adv_li_tt,"73,035",,
,,,,,,,
The Sting,1973,8.3,"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt0070735/?ref_=adv_li_tt,"233,573",,
,,,,,,,
The Last Picture Show,1971,8,"
Drama, Romance            ",http://www.imdb.com/title/tt0067328/?ref_=adv_li_tt,"40,603",,
,,,,,,,
Master and Commander: The Far Side of the World,2003,7.4,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0311113/?ref_=adv_li_tt,"196,428",,
,,,,,,,
Traffic,2000,7.6,"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0181865/?ref_=adv_li_tt,"191,798",,
,,,,,,,
Witness,1985,7.4,"
Crime, Drama, Romance            ",http://www.imdb.com/title/tt0090329/?ref_=adv_li_tt,"83,262",,
,,,,,,,
Wo hu cang long,2000,7.8,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0190332/?ref_=adv_li_tt,"247,966",,
,,,,,,,
Munich,2005,7.5,"
Action, Drama, History            ",http://www.imdb.com/title/tt0408306/?ref_=adv_li_tt,"206,377",,
,,,,,,,
Bridge of Spies,2015,7.6,"
Drama, History, Thriller            ",http://www.imdb.com/title/tt3682448/?ref_=adv_li_tt,"277,670",,
,,,,,,,
Four Weddings and a Funeral,1994,7,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0109831/?ref_=adv_li_tt,"134,299",,
,,,,,,,
Born on the Fourth of July,1989,7.2,"
Biography, Drama, War            ",http://www.imdb.com/title/tt0096969/?ref_=adv_li_tt,"94,965",,
,,,,,,,
Wings,1927,7.5,"
Drama, Romance, War            ",http://www.imdb.com/title/tt0018578/?ref_=adv_li_tt,"10,941",,
,,,,,,,
Roman Holiday,1953,8,"
Comedy, Romance            ",http://www.imdb.com/title/tt0046250/?ref_=adv_li_tt,"123,295",,
,,,,,,,
The Color Purple,1985,7.8,"
Drama            ",http://www.imdb.com/title/tt0088939/?ref_=adv_li_tt,"75,307",,
,,,,,,,
In the Heat of the Night,1967,7.9,"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0061811/?ref_=adv_li_tt,"64,780",,
,,,,,,,
The Hours,2002,7.5,"
Drama, Romance            ",http://www.imdb.com/title/tt0274558/?ref_=adv_li_tt,"121,439",,
,,,,,,,
The Artist,2011,7.9,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt1655442/?ref_=adv_li_tt,"225,500",,
,,,,,,,
A Room with a View,1985,7.3,"
Drama, Romance            ",http://www.imdb.com/title/tt0091867/?ref_=adv_li_tt,"38,056",,
,,,,,,,
Ben-Hur,1959,8.1,"
Adventure, Drama, History            ",http://www.imdb.com/title/tt0052618/?ref_=adv_li_tt,"212,618",,
,,,,,,,
The Right Stuff,1983,7.8,"
Adventure, Biography, Drama            ",http://www.imdb.com/title/tt0086197/?ref_=adv_li_tt,"54,456",,
,,,,,,,
The Piano,1993,7.6,"
Drama, Music, Romance            ",http://www.imdb.com/title/tt0107822/?ref_=adv_li_tt,"76,659",,
,,,,,,,
Coming Home,1978,7.3,"
Drama, Romance, War            ",http://www.imdb.com/title/tt0077362/?ref_=adv_li_tt,"11,938",,
,,,,,,,
A Serious Man,2009,7,"
Comedy, Drama            ",http://www.imdb.com/title/tt1019452/?ref_=adv_li_tt,"128,900",,
,,,,,,,
Annie Hall,1977,8,"
Comedy, Romance            ",http://www.imdb.com/title/tt0075686/?ref_=adv_li_tt,"246,268",,
,,,,,,,
Babe,1995,6.7,"
Comedy, Drama, Family            ",http://www.imdb.com/title/tt0112431/?ref_=adv_li_tt,"113,986",,
,,,,,,,
Network,1976,8.1,"
Drama            ",http://www.imdb.com/title/tt0074958/?ref_=adv_li_tt,"139,980",,
,,,,,,,
Tootsie,1982,7.4,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0084805/?ref_=adv_li_tt,"94,683",,
,,,,,,,
War Horse,2011,7.2,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt1568911/?ref_=adv_li_tt,"142,902",,
,,,,,,,
Sideways,2004,7.5,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0375063/?ref_=adv_li_tt,"175,687",,
,,,,,,,
The Ten Commandments,1956,7.8,"
Adventure, Drama            ",http://www.imdb.com/title/tt0049833/?ref_=adv_li_tt,"61,735",,
,,,,,,,
The Apartment,1960,8.3,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0053604/?ref_=adv_li_tt,"156,259",,
,,,,,,,
The Remains of the Day,1993,7.8,"
Drama, Romance            ",http://www.imdb.com/title/tt0107943/?ref_=adv_li_tt,"62,987",,
,,,,,,,
Terms of Endearment,1983,7.4,"
Comedy, Drama            ",http://www.imdb.com/title/tt0086425/?ref_=adv_li_tt,"52,955",,
,,,,,,,
Ordinary People,1980,7.7,"
Drama            ",http://www.imdb.com/title/tt0081283/?ref_=adv_li_tt,"45,036",,
,,,,,,,
MASH,1970,7.5,"
Comedy, Drama, War            ",http://www.imdb.com/title/tt0066026/?ref_=adv_li_tt,"65,884",,
,,,,,,,
On the Waterfront,1954,8.1,"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0047296/?ref_=adv_li_tt,"136,624",,
,,,,,,,
Shakespeare in Love,1998,7.1,"
Comedy, Drama, History            ",http://www.imdb.com/title/tt0138097/?ref_=adv_li_tt,"209,473",,
,,,,,,,
The French Connection,1971,7.7,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0067116/?ref_=adv_li_tt,"105,863",,
,,,,,,,
Bonnie and Clyde,1967,7.8,"
Action, Biography, Crime            ",http://www.imdb.com/title/tt0061418/?ref_=adv_li_tt,"99,222",,
,,,,,,,
Chocolat,2000,7.2,"
Drama, Romance            ",http://www.imdb.com/title/tt0241303/?ref_=adv_li_tt,"174,182",,
,,,,,,,
JFK,1991,8,"
Drama, History, Thriller            ",http://www.imdb.com/title/tt0102138/?ref_=adv_li_tt,"136,906",,
,,,,,,,
Out of Africa,1985,7.2,"
Biography, Drama, Romance            ",http://www.imdb.com/title/tt0089755/?ref_=adv_li_tt,"69,521",,
,,,,,,,
The Crying Game,1992,7.2,"
Crime, Drama, Romance            ",http://www.imdb.com/title/tt0104036/?ref_=adv_li_tt,"49,631",,
,,,,,,,
The Longest Day,1962,7.8,"
Action, Drama, History            ",http://www.imdb.com/title/tt0056197/?ref_=adv_li_tt,"51,005",,
,,,,,,,
Precious,2009,7.3,"
Drama            ",http://www.imdb.com/title/tt0929632/?ref_=adv_li_tt,"103,436",,
,,,,,,,
The Last Emperor,1987,7.7,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0093389/?ref_=adv_li_tt,"90,616",,
,,,,,,,
Midnight Express,1978,7.6,"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt0077928/?ref_=adv_li_tt,"70,718",,
,,,,,,,
In the Name of the Father,1993,8.1,"
Biography, Drama            ",http://www.imdb.com/title/tt0107207/?ref_=adv_li_tt,"150,543",,
,,,,,,,
Cleopatra,1963,7,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0056937/?ref_=adv_li_tt,"28,288",,
,,,,,,,
Awakenings,1990,7.8,"
Biography, Drama            ",http://www.imdb.com/title/tt0099077/?ref_=adv_li_tt,"119,079",,
,,,,,,,
Double Indemnity,1944,8.3,"
Crime, Drama, Film-Noir            ",http://www.imdb.com/title/tt0036775/?ref_=adv_li_tt,"137,513",,
,,,,,,,
High Noon,1952,7.9,"
Drama, Thriller, Western            ",http://www.imdb.com/title/tt0044706/?ref_=adv_li_tt,"94,669",,
,,,,,,,
Doctor Zhivago,1965,8,"
Drama, Romance, War            ",http://www.imdb.com/title/tt0059113/?ref_=adv_li_tt,"67,558",,
,,,,,,,
Moonstruck,1987,7.1,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0093565/?ref_=adv_li_tt,"47,423",,
,,,,,,,
Dangerous Liaisons,1988,7.6,"
Drama, Romance            ",http://www.imdb.com/title/tt0094947/?ref_=adv_li_tt,"62,591",,
,,,,,,,
The Insider,1999,7.8,"
Biography, Drama, Thriller            ",http://www.imdb.com/title/tt0140352/?ref_=adv_li_tt,"155,704",,
,,,,,,,
Field of Dreams,1989,7.5,"
Drama, Family, Fantasy            ",http://www.imdb.com/title/tt0097351/?ref_=adv_li_tt,"104,612",,
,,,,,,,
All the President's Men,1976,8,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0074119/?ref_=adv_li_tt,"98,510",,
,,,,,,,
My Fair Lady,1964,7.8,"
Drama, Family, Musical            ",http://www.imdb.com/title/tt0058385/?ref_=adv_li_tt,"83,868",,
,,,,,,,
Winter's Bone,2010,7.2,"
Drama, Mystery            ",http://www.imdb.com/title/tt1399683/?ref_=adv_li_tt,"132,537",,
,,,,,,,
Gandhi,1982,8,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0083987/?ref_=adv_li_tt,"213,764",,
,,,,,,,
Kramer vs. Kramer,1979,7.8,"
Drama            ",http://www.imdb.com/title/tt0079417/?ref_=adv_li_tt,"127,395",,
,,,,,,,
From Here to Eternity,1953,7.6,"
Drama, Romance, War            ",http://www.imdb.com/title/tt0045793/?ref_=adv_li_tt,"41,780",,
,,,,,,,
Mississippi Burning,1988,7.8,"
Crime, Drama, History            ",http://www.imdb.com/title/tt0095647/?ref_=adv_li_tt,"84,024",,
,,,,,,,
All About Eve,1950,8.2,"
Drama            ",http://www.imdb.com/title/tt0042192/?ref_=adv_li_tt,"116,118",,
,,,,,,,
Finding Neverland,2004,7.7,"
Biography, Drama, Family            ",http://www.imdb.com/title/tt0308644/?ref_=adv_li_tt,"195,312",,
,,,,,,,
Romeo and Juliet,1968,7.6,"
Drama, Romance            ",http://www.imdb.com/title/tt0063518/?ref_=adv_li_tt,"28,613",,
,,,,,,,
Rebecca,1940,8.1,"
Drama, Mystery, Romance            ",http://www.imdb.com/title/tt0032976/?ref_=adv_li_tt,"117,685",,
,,,,,,,
Shane,1953,7.6,"
Drama, Western            ",http://www.imdb.com/title/tt0046303/?ref_=adv_li_tt,"35,706",,
,,,,,,,
The Cider House Rules,1999,7.4,"
Drama, Romance            ",http://www.imdb.com/title/tt0124315/?ref_=adv_li_tt,"91,138",,
,,,,,,,
Capote,2005,7.3,"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt0379725/?ref_=adv_li_tt,"122,215",,
,,,,,,,
The Hustler,1961,8,"
Drama, Sport            ",http://www.imdb.com/title/tt0054997/?ref_=adv_li_tt,"73,374",,
,,,,,,,
Witness for the Prosecution,1957,8.4,"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0051201/?ref_=adv_li_tt,"102,229",,
,,,,,,,
Patton,1970,7.9,"
Biography, Drama, War            ",http://www.imdb.com/title/tt0066206/?ref_=adv_li_tt,"91,647",,
,,,,,,,
Fences,2016,7.2,"
Drama            ",http://www.imdb.com/title/tt2671706/?ref_=adv_li_tt,"94,026",,
,,,,,,,
It Happened One Night,1934,8.1,"
Comedy, Romance            ",http://www.imdb.com/title/tt0025316/?ref_=adv_li_tt,"90,046",,
,,,,,,,
The Big Chill,1983,7.2,"
Comedy, Drama            ",http://www.imdb.com/title/tt0085244/?ref_=adv_li_tt,"31,721",,
,,,,,,,
The Great Dictator,1940,8.4,"
Comedy, Drama, War            ",http://www.imdb.com/title/tt0032553/?ref_=adv_li_tt,"194,473",,
,,,,,,,
All That Jazz,1979,7.9,"
Drama, Music, Musical            ",http://www.imdb.com/title/tt0078754/?ref_=adv_li_tt,"26,648",,
,,,,,,,
Letters from Iwo Jima,2006,7.9,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0498380/?ref_=adv_li_tt,"151,064",,
,,,,,,,
Giant,1956,7.6,"
Drama, Western            ",http://www.imdb.com/title/tt0049261/?ref_=adv_li_tt,"32,857",,
,,,,,,,
The Towering Inferno,1974,7,"
Action, Drama, Thriller            ",http://www.imdb.com/title/tt0072308/?ref_=adv_li_tt,"37,812",,
,,,,,,,
Fiddler on the Roof,1971,8,"
Drama, Family, Musical            ",http://www.imdb.com/title/tt0067093/?ref_=adv_li_tt,"37,606",,
,,,,,,,
Cabaret,1972,7.8,"
Drama, Musical            ",http://www.imdb.com/title/tt0068327/?ref_=adv_li_tt,"46,534",,
,,,,,,,
My Left Foot: The Story of Christy Brown,1989,7.9,"
Biography, Drama            ",http://www.imdb.com/title/tt0097937/?ref_=adv_li_tt,"65,269",,
,,,,,,,
Milk,2008,7.5,"
Biography, Drama            ",http://www.imdb.com/title/tt1013753/?ref_=adv_li_tt,"161,279",,
,,,,,,,
An Education,2009,7.3,"
Drama            ",http://www.imdb.com/title/tt1174732/?ref_=adv_li_tt,"126,113",,
,,,,,,,
The Magnificent Ambersons,1942,7.7,"
Drama, Romance            ",http://www.imdb.com/title/tt0035015/?ref_=adv_li_tt,"21,485",,
,,,,,,,
Breaking Away,1979,7.7,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0078902/?ref_=adv_li_tt,"21,028",,
,,,,,,,
The Maltese Falcon,1941,8,"
Film-Noir, Mystery            ",http://www.imdb.com/title/tt0033870/?ref_=adv_li_tt,"145,534",,
,,,,,,,
Ray,2004,7.7,"
Biography, Drama, Music            ",http://www.imdb.com/title/tt0350258/?ref_=adv_li_tt,"134,639",,
,,,,,,,
Chariots of Fire,1981,7.2,"
Biography, Drama, Sport            ",http://www.imdb.com/title/tt0082158/?ref_=adv_li_tt,"52,489",,
,,,,,,,
Working Girl,1988,6.8,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0096463/?ref_=adv_li_tt,"50,030",,
,,,,,,,
The Kids Are All Right,2010,7,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0842926/?ref_=adv_li_tt,"123,643",,
,,,,,,,
Anatomy of a Murder,1959,8,"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0052561/?ref_=adv_li_tt,"57,432",,
,,,,,,,
The Full Monty,1997,7.2,"
Comedy, Drama            ",http://www.imdb.com/title/tt0119164/?ref_=adv_li_tt,"96,569",,
,,,,,,,
The Quiet Man,1952,7.7,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0045061/?ref_=adv_li_tt,"33,495",,
,,,,,,,
Selma,2014,7.5,"
Biography, Drama, History            ",http://www.imdb.com/title/tt1020072/?ref_=adv_li_tt,"81,804",,
,,,,,,,
Amour,2012,7.9,"
Drama, Romance            ",http://www.imdb.com/title/tt1602620/?ref_=adv_li_tt,"90,153",,
,,,,,,,
The Mission,1986,7.4,"
Adventure, Drama, History            ",http://www.imdb.com/title/tt0091530/?ref_=adv_li_tt,"53,996",,
,,,,,,,
Five Easy Pieces,1970,7.5,"
Drama            ",http://www.imdb.com/title/tt0065724/?ref_=adv_li_tt,"32,023",,
,,,,,,,
Driving Miss Daisy,1989,7.4,"
Drama            ",http://www.imdb.com/title/tt0097239/?ref_=adv_li_tt,"95,627",,
,,,,,,,
Love Story,1970,6.9,"
Drama, Romance            ",http://www.imdb.com/title/tt0066011/?ref_=adv_li_tt,"29,099",,
,,,,,,,
The Treasure of the Sierra Madre,1948,8.2,"
Adventure, Drama, Western            ",http://www.imdb.com/title/tt0040897/?ref_=adv_li_tt,"109,908",,
,,,,,,,
How the West Was Won,1962,7.1,"
Western            ",http://www.imdb.com/title/tt0056085/?ref_=adv_li_tt,"17,926",,
,,,,,,,
Nebraska,2013,7.7,"
Adventure, Comedy, Drama            ",http://www.imdb.com/title/tt1821549/?ref_=adv_li_tt,"109,698",,
,,,,,,,
Heaven Can Wait,1978,6.9,"
Comedy, Fantasy, Romance            ",http://www.imdb.com/title/tt0077663/?ref_=adv_li_tt,"17,833",,
,,,,,,,
Top Hat,1935,7.7,"
Comedy, Musical, Romance            ",http://www.imdb.com/title/tt0027125/?ref_=adv_li_tt,"16,722",,
,,,,,,,
The Robe,1953,6.7,"
Drama, History            ",http://www.imdb.com/title/tt0046247/?ref_=adv_li_tt,"8,988",,
,,,,,,,
The Alamo,1960,6.9,"
Adventure, Drama, History            ",http://www.imdb.com/title/tt0053580/?ref_=adv_li_tt,"13,915",,
,,,,,,,
The Killing Fields,1984,7.8,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0087553/?ref_=adv_li_tt,"49,846",,
,,,,,,,
All Quiet on the Western Front,1930,8,"
Drama, War            ",http://www.imdb.com/title/tt0020629/?ref_=adv_li_tt,"55,802",,
,,,,,,,
The Lion in Winter,1968,7.9,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0063227/?ref_=adv_li_tt,"28,167",,
,,,,,,,
Coal Miner's Daughter,1980,7.5,"
Biography, Drama, Music            ",http://www.imdb.com/title/tt0080549/?ref_=adv_li_tt,"16,072",,
,,,,,,,
Guess Who's Coming to Dinner,1967,7.8,"
Comedy, Drama            ",http://www.imdb.com/title/tt0061735/?ref_=adv_li_tt,"37,697",,
,,,,,,,
Nashville,1975,7.7,"
Comedy, Drama, Music            ",http://www.imdb.com/title/tt0073440/?ref_=adv_li_tt,"22,708",,
,,,,,,,
Howards End,1992,7.4,"
Drama, Romance            ",http://www.imdb.com/title/tt0104454/?ref_=adv_li_tt,"27,628",,
,,,,,,,
The Queen,2006,7.3,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0436697/?ref_=adv_li_tt,"101,464",,
,,,,,,,
On Golden Pond,1981,7.6,"
Drama            ",http://www.imdb.com/title/tt0082846/?ref_=adv_li_tt,"26,698",,
,,,,,,,
Airport,1970,6.6,"
Action, Drama, Thriller            ",http://www.imdb.com/title/tt0065377/?ref_=adv_li_tt,"16,844",,
,,,,,,,
Judgment at Nuremberg,1961,8.2,"
Drama, War            ",http://www.imdb.com/title/tt0055031/?ref_=adv_li_tt,"66,300",,
,,,,,,,
In the Bedroom,2001,7.4,"
Crime, Drama            ",http://www.imdb.com/title/tt0247425/?ref_=adv_li_tt,"36,565",,
,,,,,,,
Stagecoach,1939,7.9,"
Adventure, Drama, Western            ",http://www.imdb.com/title/tt0031971/?ref_=adv_li_tt,"41,375",,
,,,,,,,
The Philadelphia Story,1940,7.9,"
Comedy, Romance            ",http://www.imdb.com/title/tt0032904/?ref_=adv_li_tt,"61,326",,
,,,,,,,
The Guns of Navarone,1961,7.5,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0054953/?ref_=adv_li_tt,"44,085",,
,,,,,,,
The Red Shoes,1948,8.1,"
Drama, Music, Romance            ",http://www.imdb.com/title/tt0040725/?ref_=adv_li_tt,"29,290",,
,,,,,,,
Bugsy,1991,6.8,"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt0101516/?ref_=adv_li_tt,"25,221",,
,,,,,,,
Seven Brides for Seven Brothers,1954,7.4,"
Comedy, Drama, Musical            ",http://www.imdb.com/title/tt0047472/?ref_=adv_li_tt,"20,598",,
,,,,,,,
The Adventures of Robin Hood,1938,7.9,"
Action, Adventure, Romance            ",http://www.imdb.com/title/tt0029843/?ref_=adv_li_tt,"45,774",,
,,,,,,,
Around the World in 80 Days,1956,6.8,"
Adventure, Comedy, Family            ",http://www.imdb.com/title/tt0048960/?ref_=adv_li_tt,"23,684",,
,,,,,,,
Tess,1979,7.3,"
Drama, Romance            ",http://www.imdb.com/title/tt0080009/?ref_=adv_li_tt,"14,587",,
,,,,,,,
Cat on a Hot Tin Roof,1958,8,"
Drama            ",http://www.imdb.com/title/tt0051459/?ref_=adv_li_tt,"43,270",,
,,,,,,,
Who's Afraid of Virginia Woolf?,1966,8,"
Drama            ",http://www.imdb.com/title/tt0061184/?ref_=adv_li_tt,"67,032",,
,,,,,,,
Gaslight,1944,7.8,"
Crime, Drama, Film-Noir            ",http://www.imdb.com/title/tt0036855/?ref_=adv_li_tt,"23,054",,
,,,,,,,
Oliver!,1968,7.4,"
Drama, Family, Musical            ",http://www.imdb.com/title/tt0063385/?ref_=adv_li_tt,"33,419",,
,,,,,,,
Hannah and Her Sisters,1986,7.9,"
Comedy, Drama            ",http://www.imdb.com/title/tt0091167/?ref_=adv_li_tt,"64,953",,
,,,,,,,
Frost/Nixon,2008,7.7,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0870111/?ref_=adv_li_tt,"100,180",,
,,,,,,,
The Grapes of Wrath,1940,8,"
Drama, History            ",http://www.imdb.com/title/tt0032551/?ref_=adv_li_tt,"84,015",,
,,,,,,,
A Man for All Seasons,1966,7.7,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0060665/?ref_=adv_li_tt,"30,102",,
,,,,,,,
The Verdict,1982,7.7,"
Drama            ",http://www.imdb.com/title/tt0084855/?ref_=adv_li_tt,"34,397",,
,,,,,,,
Sayonara,1957,7.1,"
Drama, Romance            ",http://www.imdb.com/title/tt0050933/?ref_=adv_li_tt,"5,882",,
,,,,,,,
Philomena,2013,7.6,"
Biography, Comedy, Drama            ",http://www.imdb.com/title/tt2431286/?ref_=adv_li_tt,"91,955",,
,,,,,,,
Mildred Pierce,1945,8,"
Crime, Drama, Film-Noir            ",http://www.imdb.com/title/tt0037913/?ref_=adv_li_tt,"21,703",,
,,,,,,,
Seabiscuit,2003,7.3,"
Drama, History, Sport            ",http://www.imdb.com/title/tt0329575/?ref_=adv_li_tt,"65,038",,
,,,,,,,
Spellbound,1945,7.6,"
Film-Noir, Mystery, Romance            ",http://www.imdb.com/title/tt0038109/?ref_=adv_li_tt,"41,655",,
,,,,,,,
Extremely Loud & Incredibly Close,2011,6.9,"
Adventure, Drama, Mystery            ",http://www.imdb.com/title/tt0477302/?ref_=adv_li_tt,"96,011",,
,,,,,,,
Reds,1981,7.3,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0082979/?ref_=adv_li_tt,"20,086",,
,,,,,,,
An American in Paris,1951,7.2,"
Drama, Musical, Romance            ",http://www.imdb.com/title/tt0043278/?ref_=adv_li_tt,"29,199",,
,,,,,,,
The Good Earth,1937,7.5,"
Drama, Romance            ",http://www.imdb.com/title/tt0028944/?ref_=adv_li_tt,"4,377",,
,,,,,,,
Secrets & Lies,1996,8,"
Comedy, Drama            ",http://www.imdb.com/title/tt0117589/?ref_=adv_li_tt,"35,721",,
,,,,,,,
Quiz Show,1994,7.5,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0110932/?ref_=adv_li_tt,"63,055",,
,,,,,,,
Suspicion,1941,7.4,"
Mystery, Thriller            ",http://www.imdb.com/title/tt0034248/?ref_=adv_li_tt,"31,047",,
,,,,,,,
Ship of Fools,1965,7.1,"
Drama, Romance, War            ",http://www.imdb.com/title/tt0059712/?ref_=adv_li_tt,"4,976",,
,,,,,,,
A Place in the Sun,1951,7.8,"
Drama, Romance            ",http://www.imdb.com/title/tt0043924/?ref_=adv_li_tt,"19,210",,
,,,,,,,
Broadcast News,1987,7.2,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0092699/?ref_=adv_li_tt,"25,938",,
,,,,,,,
Viskningar och rop,1972,8.1,"
Drama            ",http://www.imdb.com/title/tt0069467/?ref_=adv_li_tt,"28,521",,
,,,,,,,
Beasts of the Southern Wild,2012,7.3,"
Adventure, Drama, Fantasy            ",http://www.imdb.com/title/tt2125435/?ref_=adv_li_tt,"79,465",,
,,,,,,,
Z,1969,8.3,"
Crime, Drama, History            ",http://www.imdb.com/title/tt0065234/?ref_=adv_li_tt,"22,889",,
,,,,,,,
The Song of Bernadette,1943,7.6,"
Biography, Drama            ",http://www.imdb.com/title/tt0036377/?ref_=adv_li_tt,"5,921",,
,,,,,,,
Picnic,1955,7.1,"
Drama, Romance            ",http://www.imdb.com/title/tt0048491/?ref_=adv_li_tt,"7,637",,
,,,,,,,
The Thin Man,1934,8,"
Comedy, Crime, Mystery            ",http://www.imdb.com/title/tt0025878/?ref_=adv_li_tt,"25,443",,
,,,,,,,
The King and I,1956,7.4,"
Biography, Drama, Musical            ",http://www.imdb.com/title/tt0049408/?ref_=adv_li_tt,"23,160",,
,,,,,,,
Crossfire,1947,7.3,"
Crime, Drama, Film-Noir            ",http://www.imdb.com/title/tt0039286/?ref_=adv_li_tt,"6,992",,
,,,,,,,
"Good Night, and Good Luck.",2005,7.4,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0433383/?ref_=adv_li_tt,"92,558",,
,,,,,,,
Mr. Smith Goes to Washington,1939,8.1,"
Comedy, Drama            ",http://www.imdb.com/title/tt0031679/?ref_=adv_li_tt,"103,254",,
,,,,,,,
Marty,1955,7.7,"
Drama, Romance            ",http://www.imdb.com/title/tt0048356/?ref_=adv_li_tt,"20,580",,
,,,,,,,
A Passage to India,1984,7.3,"
Adventure, Drama, History            ",http://www.imdb.com/title/tt0087892/?ref_=adv_li_tt,"16,418",,
,,,,,,,
Shine,1996,7.7,"
Biography, Drama, Music            ",http://www.imdb.com/title/tt0117631/?ref_=adv_li_tt,"50,178",,
,,,,,,,
The Prince of Tides,1991,6.7,"
Drama, Romance            ",http://www.imdb.com/title/tt0102713/?ref_=adv_li_tt,"15,583",,
,,,,,,,
The Music Man,1962,7.7,"
Comedy, Family, Musical            ",http://www.imdb.com/title/tt0056262/?ref_=adv_li_tt,"15,456",,
,,,,,,,
The Lost Weekend,1945,7.9,"
Drama, Film-Noir            ",http://www.imdb.com/title/tt0037884/?ref_=adv_li_tt,"32,364",,
,,,,,,,
Mutiny on the Bounty,1962,7.3,"
Adventure, Drama, History            ",http://www.imdb.com/title/tt0056264/?ref_=adv_li_tt,"14,535",,
,,,,,,,
Mrs. Miniver,1942,7.6,"
Drama, Romance, War            ",http://www.imdb.com/title/tt0035093/?ref_=adv_li_tt,"15,244",,
,,,,,,,
"Atlantic City, USA",1980,7.3,"
Crime, Drama, Romance            ",http://www.imdb.com/title/tt0080388/?ref_=adv_li_tt,"14,412",,
,,,,,,,
Doctor Dolittle,1967,6.2,"
Adventure, Comedy, Family            ",http://www.imdb.com/title/tt0061584/?ref_=adv_li_tt,"8,276",,
,,,,,,,
Miracle on 34th Street,1947,7.9,"
Comedy, Drama, Family            ",http://www.imdb.com/title/tt0039628/?ref_=adv_li_tt,"38,811",,
,,,,,,,
Places in the Heart,1984,7.4,"
Drama            ",http://www.imdb.com/title/tt0087921/?ref_=adv_li_tt,"9,883",,
,,,,,,,
How Green Was My Valley,1941,7.7,"
Drama, Family            ",http://www.imdb.com/title/tt0033729/?ref_=adv_li_tt,"20,397",,
,,,,,,,
Darling,1965,7.1,"
Drama, Romance            ",http://www.imdb.com/title/tt0059084/?ref_=adv_li_tt,"5,801",,
,,,,,,,
Quo Vadis,1951,7.2,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0043949/?ref_=adv_li_tt,"13,108",,
,,,,,,,
